id,name,birth_year,employment_start
6d9fcedb-5480-452c-a322-f6218c456b7a,pani Ida Laszczyk,1990-02-20 00:00:00,2006-07-25 00:00:00
beadaaa4-f471-402a-945a-becd1f25b34f,pani Angelika Suchenek,1970-01-09 00:00:00,2018-03-10 00:00:00
bc538fe1-bd93-4c17-bfd6-c444d6c45220,Aleksander Dumała,2000-09-04 00:00:00,2010-10-09 00:00:00
42ee49fd-e4ae-4137-9923-ca5e5870b783,Radosław Nazarewicz,1986-05-23 00:00:00,2003-12-01 00:00:00
57843644-ccec-498d-b07e-19d8f07ef957,Krzysztof Przewłoka,1981-04-28 00:00:00,2004-08-12 00:00:00
0a0e2135-1395-4a48-a27d-f3c06eca8c8f,Patryk Reszke,1968-09-04 00:00:00,2000-09-05 00:00:00
aceba1b6-3787-4a8e-b765-57659d70fd6a,pani Angelika Słyk,2003-08-20 00:00:00,2020-08-12 00:00:00
0e342572-5dc2-4ca0-9712-30ce8c9706dc,Julita Dzienniak,1969-07-11 00:00:00,2018-03-05 00:00:00
af5921ab-114d-46fa-97cf-cec02c786cbe,pan Artur Madera,1973-02-14 00:00:00,2024-12-01 00:00:00
bd418043-8fd1-4e3e-895b-654b7ac08970,pani Justyna Woźniczko,1994-03-26 00:00:00,2021-02-13 00:00:00
7ff30951-5796-47b3-8f3e-4684c6a52112,Tymoteusz Baka,1991-01-31 00:00:00,2009-12-25 00:00:00
97daf554-6a83-45b6-a0a9-57653e066d31,pani Nela Tokarek,1970-04-11 00:00:00,2008-11-25 00:00:00
9d6edd51-06af-4b86-9360-0f674b028f5c,pani Rozalia Kwapisiewicz,1970-12-12 00:00:00,2006-07-31 00:00:00
5c3492cc-86b0-4866-abb9-3c32fcb037d3,Agnieszka Hutyra,1963-04-03 00:00:00,2019-02-19 00:00:00
e687871d-7a0e-4b04-aa5e-39a1d0d15004,Aleks Czerner,1993-06-23 00:00:00,2002-12-05 00:00:00
af8dd6b9-b33e-4492-91c1-fa554f1a5b53,pani Sonia Szyca,1971-09-07 00:00:00,2007-08-16 00:00:00
85e17440-5f76-4299-ba8a-30eaa00ccade,Radosław Piwowarek,1974-04-22 00:00:00,2010-10-28 00:00:00
3725e7da-94b8-429b-84a9-2f4e767f170f,Marika Cader,1984-12-04 00:00:00,2015-12-17 00:00:00
4386ba1b-bc22-4849-ab85-2b6c46527d16,pan Artur Sroga,1999-10-10 00:00:00,2023-09-09 00:00:00
124963dc-06e5-495a-90fe-19ffd674e320,Ksawery Dzierżak,1994-07-10 00:00:00,2014-10-08 00:00:00
f976f802-ebe2-4f93-b76e-77b1ed0eb7e5,Aleks Mętel,1985-01-05 00:00:00,2010-03-26 00:00:00
147c5205-a87a-49e7-bab0-e7d1b5cade00,Daniel Siebert,1985-06-27 00:00:00,2008-07-23 00:00:00
46ca3f97-0562-41df-810e-15d1f099a06a,Jakub Szmalec,1972-01-11 00:00:00,2008-12-01 00:00:00
b72c2829-f3d3-4978-a2f4-7764dd85e0c1,pan Daniel Kawiak,1969-05-07 00:00:00,2017-08-17 00:00:00
199c97e8-b818-4ba6-93e2-a5973a15c4b3,Ernest Skotarek,1975-05-30 00:00:00,2000-09-05 00:00:00
e7c2186c-8ce4-4556-a598-e8c81689a864,Anastazja Skonieczka,1990-01-09 00:00:00,2015-01-24 00:00:00
eb99a635-bfa3-4881-bd1d-72e5408f30a4,Justyna Żelasko,2001-11-06 00:00:00,2010-11-01 00:00:00
333a0b47-5a8d-43ab-83ba-da39f67e7c52,pan Filip Naczk,1965-12-25 00:00:00,2006-09-05 00:00:00
7896797e-fa2e-4dfb-bba6-84a097821b59,Franciszek Horbacz,2002-05-16 00:00:00,2006-06-04 00:00:00
312135dc-30c1-44dd-97f5-3237e8fd1b9c,Nicole Szczap,1979-02-20 00:00:00,2000-09-23 00:00:00
9aeff5d7-0a7f-48f1-95de-da38f07a6dcf,Błażej Przekop,1973-06-08 00:00:00,2020-08-17 00:00:00
d11d8c6e-3002-44e6-9ab2-1c80446b4f31,Janina Malcher,1979-03-18 00:00:00,2010-10-28 00:00:00
654bf827-a929-49fb-9828-f1501e83a4d3,pani Eliza Świętoń,1983-11-23 00:00:00,2016-05-24 00:00:00
f61f918a-f3d8-4905-987b-754dc949bd69,Przemysław Jędral,1993-07-20 00:00:00,2008-12-26 00:00:00
3f7b3093-07bd-4acd-bad3-022aa421486b,Artur Pracz,1990-08-19 00:00:00,2015-07-14 00:00:00
47d9c6ee-c72c-4c3c-a934-e6030e33a40e,pani Lidia Bicz,1989-01-04 00:00:00,2014-05-09 00:00:00
d27f5023-987f-4161-a28d-834a9cb221fb,Ignacy Kuder,1971-01-03 00:00:00,2021-08-20 00:00:00
6797a321-c476-4eaf-a4bc-fdd70fcd4bce,Jan Mikus,2001-08-09 00:00:00,2002-02-16 00:00:00
272c7228-023b-4889-8524-3853518ebeee,Kamil Mytnik,1981-01-01 00:00:00,2001-04-02 00:00:00
775d9749-abc1-4241-80b2-fd9c5655d826,Julita Turlej,1985-02-24 00:00:00,2005-07-05 00:00:00
05ea655a-f164-41de-9080-b1056bd47428,Łukasz Robaszkiewicz,1996-10-25 00:00:00,2015-06-18 00:00:00
02601cc1-5dea-4674-952c-2f0916a1dba2,Dagmara Prochownik,1985-04-12 00:00:00,2022-08-26 00:00:00
cc004156-da6a-495e-a061-1e187cb9c9bb,Maksymilian Wietecha,1981-10-31 00:00:00,2006-12-16 00:00:00
e29ee96b-d422-442b-a733-5058526fe2fa,Marcelina Kasperczak,1970-09-13 00:00:00,2012-07-31 00:00:00
a2366d5a-1694-4019-9b15-0ff6ed49bf8e,Fabian Mieloch,1970-07-01 00:00:00,2004-01-21 00:00:00
8805060a-f71c-485f-b50f-d08d5b206641,pani Klara Sulich,1981-01-26 00:00:00,2000-02-22 00:00:00
051c276c-05d5-4754-92b4-ac9841452094,pani Sylwia Szczepaniec,2003-08-05 00:00:00,2007-02-23 00:00:00
6fd10518-f85f-4d06-947b-71d46e762fc6,pani Bianka Łaciak,1992-01-26 00:00:00,2006-02-17 00:00:00
7f07b62c-0cbd-4216-aca5-97afc0a498e4,Natan Jewuła,2005-10-05 00:00:00,2004-06-10 00:00:00
e36f793b-3e18-46a3-b60f-891484e1eaca,Gustaw Kołak,1998-07-24 00:00:00,2014-07-28 00:00:00
77fe4941-1484-46b2-af1d-97220d3ef4b0,Dagmara Misior,1980-02-02 00:00:00,2002-11-16 00:00:00
de3c4762-2f9e-42a7-9dd8-df6890fa1086,Witold Mielcarz,1960-05-25 00:00:00,2011-04-07 00:00:00
c32d3ee7-2fc0-4d69-a7ed-08ff0c965046,Adrianna Rubaj,1968-07-09 00:00:00,2019-05-03 00:00:00
a02cdb09-9df0-4111-b2b2-4eecdd92f6e7,pani Urszula Muniak,1979-03-03 00:00:00,2007-12-24 00:00:00
c0252d2a-5cb7-4f14-b0e3-a2c95e1093f8,pani Krystyna Majerczyk,1968-03-22 00:00:00,2024-07-14 00:00:00
90d0bc11-f6a4-4eca-af09-f993ea57969c,Eryk Heinrich,1962-01-09 00:00:00,2010-06-30 00:00:00
082265cf-2ca4-4da6-8aa2-fe240c488c6a,Tobiasz Wąsala,1960-01-16 00:00:00,2003-03-06 00:00:00
493b2484-e516-4140-a25b-fa5bff9f1e39,Marianna Sierżant,2005-06-07 00:00:00,2015-09-01 00:00:00
9e79e7ac-ed13-474a-9030-5351282c5fbd,Ida Fijoł,1960-08-17 00:00:00,2024-03-21 00:00:00
c0dc917f-0010-42f7-9447-61833a9f1777,Józef Wyrostek,1994-08-15 00:00:00,2021-02-03 00:00:00
542b69e1-928d-45ec-8003-ee2d9ecc7343,Dawid Kotala,1995-06-04 00:00:00,2006-08-16 00:00:00
204659fd-05eb-4aa0-9252-b4d0c2605f04,Tomasz Holeksa,2001-05-30 00:00:00,2017-09-27 00:00:00
5d1280e7-cd41-4a1a-b270-886448fbe02d,Malwina Siebert,1961-07-09 00:00:00,2001-06-19 00:00:00
0f57b760-9832-449d-a97b-74246bfb7e6d,Olgierd Truchan,1980-08-24 00:00:00,2018-05-17 00:00:00
8ea39885-3472-481c-b924-aa0f5c9172f5,Angelika Kocaj,2005-04-25 00:00:00,2010-05-13 00:00:00
75938d9c-d4d0-4a48-957f-7e794fec5981,pani Julita Stochel,1996-08-18 00:00:00,2011-03-06 00:00:00
0c73366d-9b78-434a-b86a-78b206562d53,Ryszard Żmija,1978-02-03 00:00:00,2003-12-26 00:00:00
